,10,30,50,80,120,200,300,400,600,900,1300,1800,2500
10,0.7878741842221656,0.8549898082817126,0.8726130925319393,0.8892699722083864,0.8959503725343014,0.8907539259590003,0.8907754256479722,0.8940676534101616,0.879921667284073,0.8775817867355541,0.8831313631253223,0.8723950169092076,0.8683532120286945
30,0.6491072547555488,0.7234668152692457,0.7557349555326301,0.7793052055056651,0.7937069641356103,0.8157362696632007,0.8182361036921748,0.8183994018081695,0.8113729135725479,0.808149242171019,0.8095916391813976,0.7962073135104338,0.7965838118971622
50,0.5951199288035948,0.6635709693235409,0.693248972950135,0.7188150846997559,0.7380123694683158,0.7598421992031947,0.7686846446975777,0.7695730129955026,0.7703812786934086,0.7672455875104023,0.7633945182605891,0.7540419110282204,0.7487532701318086
80,0.5487461451103879,0.6139990296625558,0.6370453712956416,0.6597820378696649,0.6806232314928532,0.7055072378116694,0.7143911349790976,0.7191561412526849,0.7207892332770346,0.7211729855649638,0.7196934938072341,0.7152149673466296,0.7125074013436616
120,0.5084045026175499,0.5674005951360193,0.5918218000693543,0.6147065699333796,0.6334831972825619,0.658202875563634,0.6680183885734039,0.6708348454275671,0.6748416529432295,0.6766628902208269,0.674055929970926,0.6702438910581606,0.668113161802176
200,0.4792276332030631,0.5273878372588355,0.5442101848065612,0.5662470366914633,0.5834291094110079,0.6031697390804345,0.6138300154933976,0.6182428535061923,0.6160922400792127,0.619467100031401,0.6183752007837687,0.6161263615199529,0.6139996287801748
300,0.4633154425078528,0.502700674749471,0.5229966043093768,0.5405186891329498,0.5498022468098394,0.568755447008567,0.5771030445956468,0.5760954024649994,0.5774816759572565,0.5749843901635908,0.5766645369076352,0.5762821435433145,0.5764925198028577
400,0.4568710958407447,0.49335938951837,0.5119331688869702,0.5214702975844611,0.5331417286290694,0.5470709021510644,0.553479494764595,0.554192210475707,0.553497522301328,0.5507683304321345,0.5522846908221514,0.5546401998720093,0.5560522585778578
600,0.4474226022641662,0.4851488169633556,0.5011773250288577,0.5086258597798224,0.5195992026916565,0.5305843331068976,0.5352149586051483,0.5299305528090346,0.5305875418204202,0.5269182093063536,0.5296432462286351,0.5314599610352825,0.5334786376710401
900,0.4447880119681991,0.4751257270915503,0.4930773172803993,0.5029747334642762,0.5100577204786501,0.5205858574453786,0.5209024501008517,0.5234924839039247,0.520272342341413,0.5197773919347981,0.5202394308576944,0.5174739961868621,0.5170815299083801
1300,0.4401820758179173,0.4674517176233387,0.480767128928225,0.4921830620037103,0.5005058288144679,0.5111995716507207,0.5133989688744338,0.5179508447892497,0.5146151898347532,0.5117846376493358,0.5147856265061933,0.5091630459030764,0.5071642180859024
1800,0.4290491228281467,0.4652084452561584,0.475952782025296,0.4912692863796057,0.4929568381999128,0.4999108325094089,0.5088070720232171,0.5079392233732691,0.5053541235696373,0.5047895864693255,0.503690510958088,0.503987275655225,0.5009766656547062
2500,0.4190477117760564,0.4485304616889698,0.4596054443804824,0.4670315561736422,0.4729281038944767,0.48475259964461,0.4946200109051404,0.4905437074950554,0.4911164782087711,0.4889344956356309,0.4868029241800988,0.4835968745492709,0.4811790316762945
