,10,30,50,80,120,200,300,400,600,900,1300,1800,2500
10,1.432562395161987,1.2015960319825518,1.1147629168183188,1.0515154671037847,1.0295103161284591,1.03610949410341,1.0374423963832662,1.0136431815500362,1.0724152734765016,1.0895259890903577,1.069913789620295,1.1246308183495073,1.158275527491224
30,2.0680852322279435,1.8544564204187948,1.7474590151003606,1.6637155457443509,1.607524682123463,1.5344250138352271,1.5082446954986255,1.5018074827903622,1.5244436161169654,1.5498571654525133,1.5689846860379868,1.6088365432757383,1.6390836448009791
50,2.3523893607302178,2.1635046922179435,2.070863854592335,1.9941347374044067,1.9316393270795151,1.8510555419083137,1.8127397399680916,1.7977664825073505,1.7935859864088426,1.8173789059868872,1.8502844989559148,1.8821365366526996,1.9212232397650395
80,2.5754930457378973,2.417019467415466,2.3471701441142603,2.278739543821119,2.213471274046449,2.136247668775475,2.095855393096805,2.0754250741040607,2.0730709447213385,2.085193565177572,2.104897121092258,2.1370993863958767,2.1771536180956508
120,2.7604547517498226,2.629103033565294,2.569834726366745,2.5070621015427617,2.451360725322932,2.3801428495228403,2.3393577014206035,2.3304273788035186,2.315626745945356,2.32307108705082,2.342042222300916,2.36858977118378,2.4021412554056156
200,2.9313138723924212,2.8257527575382717,2.7776535123717565,2.727969313660324,2.6789075368250335,2.631557579666583,2.592884995593032,2.583006100370163,2.5868096044866555,2.5846376634176957,2.6013227982387375,2.6183941893466463,2.642667748524524
300,3.015904858812775,2.9484777734765473,2.9091429312551247,2.85772398465955,2.8302072064324935,2.7759195786456763,2.752564515319508,2.7500934910102384,2.7519749299937577,2.7680667791872615,2.7718542740090615,2.778963518081797,2.7950640309127666
400,3.0839650238781533,3.0028113081003864,2.972959636368494,2.9393218802636123,2.907627984826941,2.8588283167852464,2.851199745398255,2.8435767428149386,2.849228489996398,2.8632751314178946,2.8684705707952256,2.8762949840494496,2.8795150581021747
600,3.1375175387351733,3.059747760899979,3.019139765294383,3.005027955444444,2.9770035251536946,2.9520903259939373,2.935299461435527,2.94531677483716,2.9429450425318646,2.9609503482200417,2.9626362879947727,2.9687559206112866,2.974055439798323
900,3.174263700204496,3.1006045547259005,3.060238692348826,3.0350545741150303,3.027908022097501,2.9956054363457914,2.9913816891904963,2.9814492497214644,2.996631809184701,3.0079710578686685,3.0198309640196035,3.026209581337262,3.040087809107196
1300,3.1849241579419343,3.1283589499655826,3.1041295625733083,3.0703628361873205,3.056994855485055,3.0356080223967696,3.0383535908685007,3.0186693267966302,3.0289659944066707,3.040100746572608,3.0522033876292607,3.063766111052329,3.0708889598969953
1800,3.2181015009674594,3.1327084687363613,3.113871242984642,3.089970348546595,3.079678642623462,3.069189614886936,3.054957312216948,3.056894974962725,3.0654157654669274,3.074251644347098,3.0821147831507543,3.0886040166921767,3.101900949035656
2500,3.2257070848958875,3.1798896135313663,3.152781934717703,3.1403951259495595,3.1395761671367075,3.1299646010120545,3.0975239894538653,3.125947983406728,3.1148932112846883,3.125168298612016,3.1333572445992814,3.1487285582533833,3.1561625234196233
